,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,id_date,date,maximum temperature,minimum temperature,average temperature,precipitation,snow fall,snow depth,precipitation_n,snow fall_n,snow depth_n,hour,daily_trip_count,distance_km,coordinates_pickupp,coordinates_dropofff,index_right,NATName_p,BoroName_p,NATName_d,BoroName_d
127,id2084457,2,2016-02-01 08:41:26,2016-02-01 08:49:10,3,-73.98253631591797,40.77508163452149,-73.97176361083984,40.78459548950195,N,464,2016-02-01,2016-02-01,40,32,36.0,0.00,0.0,0,0.0,0.0,0.0,8,284,1.3935167773813057,POINT (-73.98253631591797 40.77508163452149),POINT (-73.97176361083984 40.78459548950195),136,Upper West Side-Lincoln Square,Manhattan,Upper West Side (Central),Manhattan
128,id1444884,2,2016-01-06 18:15:26,2016-01-06 18:31:18,1,-73.99656677246092,40.73197555541992,-73.97901153564453,40.74990081787109,N,952,2016-01-06,2016-01-06,83,66,74.5,0.00,0.0,0,0.0,0.0,0.0,18,307,2.4819963644160676,POINT (-73.99656677246092 40.73197555541992),POINT (-73.97901153564453 40.74990081787109),122,Greenwich Village,Manhattan,Murray Hill-Kips Bay,Manhattan
129,id2797773,1,2016-03-08 08:33:35,2016-03-08 08:36:35,1,-73.96713256835938,40.79346466064453,-73.97039031982422,40.79574966430664,N,180,2016-03-08,2016-03-08,80,66,73.0,0,0,0,0.0,0.0,0.0,8,336,0.37385129657509414,POINT (-73.96713256835938 40.79346466064453),POINT (-73.97039031982422 40.79574966430664),137,Upper West Side (Central),Manhattan,Upper West Side (Central),Manhattan
130,id1489555,1,2016-05-06 10:37:59,2016-05-06 11:13:12,2,-73.94435882568358,40.80830764770508,-74.01231384277344,40.7038459777832,N,2113,2016-05-06,2016-05-06,71,65,68.0,0.91,0.0,0,0.91,0.0,0.0,10,369,12.949306446809032,POINT (-73.94435882568358 40.80830764770508),POINT (-74.01231384277344 40.7038459777832),146,Harlem (North),Manhattan,Financial District-Battery Park City,Manhattan
131,id3972131,2,2016-06-06 13:43:22,2016-06-06 13:47:08,3,-73.98287200927734,40.74498748779297,-73.98928833007811,40.744674682617195,N,226,2016-06-06,2016-06-06,83,65,74.0,0.00,0.0,0,0.0,0.0,0.0,13,315,0.5416540133321566,POINT (-73.98287200927734 40.74498748779297),POINT (-73.98928833007811 40.744674682617195),129,Midtown South-Flatiron-Union Square,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
132,id1789034,1,2016-04-09 23:41:23,2016-04-09 23:51:42,1,-73.98255920410156,40.742351531982415,-73.99250030517578,40.72526550292969,N,619,2016-04-09,2016-04-09,80,65,72.5,0,0,0,0.0,0.0,0.0,23,389,2.076329443166393,POINT (-73.98255920410156 40.742351531982415),POINT (-73.99250030517578 40.72526550292969),132,Gramercy,Manhattan,Greenwich Village,Manhattan
133,id1787258,1,2016-05-07 18:40:51,2016-05-07 18:46:33,2,-73.95447540283203,40.78369522094727,-73.96351623535155,40.770065307617195,N,342,2016-05-07,2016-05-07,86,69,77.5,0.66,0,0,0.66,0.0,0.0,18,407,1.6960257765567062,POINT (-73.95447540283203 40.78369522094727),POINT (-73.96351623535155 40.770065307617195),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Carnegie Hill,Manhattan
134,id2729614,2,2016-02-03 00:14:51,2016-02-03 00:39:35,1,-73.98838806152342,40.72002410888672,-73.9925308227539,40.659038543701165,N,1484,2016-02-03,2016-02-03,55,29,42.0,0.14,0.0,0,0.14,0.0,0.0,0,335,6.790275218431047,POINT (-73.98838806152342 40.72002410888672),POINT (-73.9925308227539 40.659038543701165),125,Lower East Side,Manhattan,Sunset Park (West),Brooklyn
135,id1249988,2,2016-06-10 01:48:13,2016-06-10 02:09:28,1,-73.97554016113281,40.73563003540039,-73.9629364013672,40.71200942993164,N,1275,2016-06-10,2016-06-10,73,55,64.0,0,0,0,0.0,0.0,0.0,1,337,2.833119902095236,POINT (-73.97554016113281 40.73563003540039),POINT (-73.9629364013672 40.71200942993164),133,Murray Hill-Kips Bay,Manhattan,Williamsburg,Brooklyn
136,id0749370,1,2016-02-02 18:40:44,2016-02-02 18:45:58,1,-73.96194458007811,40.76454162597656,-73.96845245361328,40.763080596923835,N,314,2016-02-02,2016-02-02,50,38,44.0,0.00,0.0,T,0.0,0.0,0.05,18,300,0.5716626300533778,POINT (-73.96194458007811 40.76454162597656),POINT (-73.96845245361328 40.763080596923835),139,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,Upper East Side-Carnegie Hill,Manhattan
137,id2848070,2,2016-06-09 06:54:04,2016-06-09 07:02:27,3,-74.00103759765625,40.74151992797852,-73.9803237915039,40.760448455810554,N,503,2016-06-09,2016-06-09,80,71,75.5,T,0,0,0.05,0.0,0.0,6,361,2.7339538795190017,POINT (-74.00103759765625 40.74151992797852),POINT (-73.9803237915039 40.760448455810554),127,Chelsea-Hudson Yards,Manhattan,Midtown-Times Square,Manhattan
138,id3167292,2,2016-01-05 09:53:39,2016-01-05 09:57:03,1,-73.98117828369139,40.720901489257805,-73.97738647460938,40.7260856628418,N,204,2016-01-05,2016-01-05,51,45,48.0,0.16,0.0,0,0.16,0.0,0.0,9,282,0.6590936125497082,POINT (-73.98117828369139 40.720901489257805),POINT (-73.97738647460938 40.7260856628418),126,East Village,Manhattan,East Village,Manhattan
139,id3190007,2,2016-01-07 15:26:03,2016-01-07 15:38:17,1,-73.978271484375,40.745655059814446,-73.96525573730467,40.75829315185546,N,734,2016-01-07,2016-01-07,79,66,72.5,0.83,0,0,0.83,0.0,0.0,15,327,1.7823842790989612,POINT (-73.978271484375 40.745655059814446),POINT (-73.96525573730467 40.75829315185546),133,Murray Hill-Kips Bay,Manhattan,East Midtown-Turtle Bay,Manhattan
140,id1915949,2,2016-02-04 16:33:13,2016-02-04 16:54:12,1,-73.99181365966798,40.743778228759766,-73.97116088867188,40.792728424072266,N,1259,2016-02-04,2016-02-04,61,49,55.0,0.16,0.0,0,0.16,0.0,0.0,16,348,5.7141413556356015,POINT (-73.99181365966798 40.743778228759766),POINT (-73.97116088867188 40.792728424072266),129,Midtown South-Flatiron-Union Square,Manhattan,Upper West Side (Central),Manhattan
141,id2899891,1,2016-04-08 15:26:22,2016-04-08 15:38:13,1,-73.97419738769531,40.75749588012695,-73.9598388671875,40.775489807128906,N,711,2016-04-08,2016-04-08,81,67,74.0,0,0,0,0.0,0.0,0.0,15,387,2.337853127166633,POINT (-73.97419738769531 40.75749588012695),POINT (-73.9598388671875 40.775489807128906),130,Midtown-Times Square,Manhattan,Upper East Side-Carnegie Hill,Manhattan
142,id0942991,2,2016-02-03 07:32:19,2016-02-03 07:46:30,1,-73.94715118408203,40.77618789672852,-73.9730224609375,40.7554931640625,N,851,2016-02-03,2016-02-03,55,29,42.0,0.14,0.0,0,0.14,0.0,0.0,7,335,3.168990098976793,POINT (-73.94715118408203 40.77618789672852),POINT (-73.9730224609375 40.7554931640625),141,Upper East Side-Yorkville,Manhattan,East Midtown-Turtle Bay,Manhattan
143,id0851036,1,2016-04-06 01:26:07,2016-04-06 01:36:57,1,-74.00403594970702,40.741973876953125,-73.9739532470703,40.76431274414063,N,650,2016-04-06,2016-04-06,83,66,74.5,0.40,0.0,0,0.4,0.0,0.0,1,342,3.5483934036819837,POINT (-74.00403594970702 40.741973876953125),POINT (-73.9739532470703 40.76431274414063),127,Chelsea-Hudson Yards,Manhattan,Midtown-Times Square,Manhattan
144,id3385889,1,2016-02-12 09:44:22,2016-02-12 10:00:02,1,-73.97268676757811,40.75586318969727,-73.97733306884764,40.75867462158203,N,940,2016-02-12,2016-02-12,51,40,45.5,0,0,0,0.0,0.0,0.0,9,353,0.500882993494719,POINT (-73.97268676757811 40.75586318969727),POINT (-73.97733306884764 40.75867462158203),134,East Midtown-Turtle Bay,Manhattan,Midtown-Times Square,Manhattan
145,id3591274,1,2016-02-06 10:24:17,2016-02-06 10:26:56,1,-73.96188354492188,40.756290435791016,-73.96802520751953,40.75571441650391,N,159,2016-02-06,2016-02-06,78,62,70.0,0.00,0.0,0,0.0,0.0,0.0,10,378,0.5212609736347061,POINT (-73.96188354492188 40.756290435791016),POINT (-73.96802520751953 40.75571441650391),134,East Midtown-Turtle Bay,Manhattan,East Midtown-Turtle Bay,Manhattan
146,id3159798,1,2016-02-01 22:20:51,2016-02-01 22:34:19,1,-73.95488739013672,40.773296356201165,-73.96908569335938,40.80277633666992,N,808,2016-02-01,2016-02-01,40,32,36.0,0.00,0.0,0,0.0,0.0,0.0,22,284,3.4891673856005885,POINT (-73.95488739013672 40.773296356201165),POINT (-73.96908569335938 40.80277633666992),141,Upper East Side-Yorkville,Manhattan,Upper West Side-Manhattan Valley,Manhattan
147,id0995542,2,2016-02-06 06:03:59,2016-02-06 06:11:45,1,-74.0074462890625,40.73351287841797,-74.00360870361328,40.75641250610352,N,466,2016-02-06,2016-02-06,78,62,70.0,0.00,0.0,0,0.0,0.0,0.0,6,378,2.5667637207816028,POINT (-74.0074462890625 40.73351287841797),POINT (-74.00360870361328 40.75641250610352),123,West Village,Manhattan,Chelsea-Hudson Yards,Manhattan
148,id2476509,2,2016-06-01 20:48:02,2016-06-01 21:08:21,1,-73.86284637451173,40.7690658569336,-73.96763610839844,40.756023406982415,N,1219,2016-06-01,2016-06-01,41,25,33.0,0.00,0.0,0,0.0,0.0,0.0,20,348,8.943909346876302,POINT (-73.86284637451173 40.7690658569336),POINT (-73.96763610839844 40.756023406982415),233,LaGuardia Airport,Queens,East Midtown-Turtle Bay,Manhattan
149,id1575277,2,2016-06-11 16:59:15,2016-06-11 17:33:27,1,-73.99922943115233,40.72288131713867,-73.98287963867188,40.778297424316406,N,2052,2016-06-11,2016-06-11,59,45,52.0,0,0,0,0.0,0.0,0.0,16,337,6.314027375070768,POINT (-73.99922943115233 40.72288131713867),POINT (-73.98287963867188 40.778297424316406),121,SoHo-Little Italy-Hudson Square,Manhattan,Upper West Side-Lincoln Square,Manhattan
150,id3211119,1,2016-01-02 22:54:49,2016-01-02 23:05:55,1,-73.97712707519531,40.75587844848633,-73.93854522705078,40.809852600097656,N,666,2016-01-02,2016-01-02,59,44,51.5,0.01,0.0,2,0.01,0.0,2.0,22,268,6.8243754418255165,POINT (-73.97712707519531 40.75587844848633),POINT (-73.93854522705078 40.809852600097656),130,Midtown-Times Square,Manhattan,East Harlem (North),Manhattan
151,id0651671,2,2016-02-05 14:56:07,2016-02-05 15:15:10,1,-73.95230102539062,40.78390884399414,-73.96085357666014,40.76081848144531,N,1143,2016-02-05,2016-02-05,60,45,52.5,0.04,0.0,0,0.04,0.0,0.0,14,337,2.666628482844713,POINT (-73.95230102539062 40.78390884399414),POINT (-73.96085357666014 40.76081848144531),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan
152,id0707492,2,2016-04-12 11:42:20,2016-04-12 11:48:30,1,-73.954345703125,40.786922454833984,-73.95867919921875,40.77839660644531,N,370,2016-04-12,2016-04-12,47,39,43.0,0,0,0,0.0,0.0,0.0,11,332,1.0158188621438595,POINT (-73.954345703125 40.786922454833984),POINT (-73.95867919921875 40.77839660644531),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Carnegie Hill,Manhattan
153,id0407071,1,2016-01-06 05:58:40,2016-01-06 06:28:17,3,-73.78223419189453,40.64457321166992,-73.80843353271484,40.73604583740234,N,1777,2016-01-06,2016-01-06,83,66,74.5,0.00,0.0,0,0.0,0.0,0.0,5,307,10.408391256273037,POINT (-73.78223419189453 40.64457321166992),POINT (-73.80843353271484 40.73604583740234),236,John F. Kennedy International Airport,Queens,Pomonok-Electchester-Hillcrest,Queens
154,id3974735,2,2016-06-08 00:45:53,2016-06-08 00:52:09,1,-73.99171447753906,40.76471328735352,-73.98004913330078,40.78363037109375,N,376,2016-06-08,2016-06-08,87,72,79.5,0.05,0,0,0.05,0.0,0.0,0,326,2.3215422926694718,POINT (-73.99171447753906 40.76471328735352),POINT (-73.98004913330078 40.78363037109375),128,Hell's Kitchen,Manhattan,Upper West Side (Central),Manhattan
155,id3151105,2,2016-01-12 18:55:35,2016-01-12 19:05:27,2,-73.97850799560547,40.755001068115234,-73.98771667480467,40.75279998779297,N,592,2016-01-12,2016-01-12,54,42,48.0,0.07,0,0,0.07,0.0,0.0,18,330,0.8133666309590823,POINT (-73.97850799560547 40.755001068115234),POINT (-73.98771667480467 40.75279998779297),130,Midtown-Times Square,Manhattan,Midtown-Times Square,Manhattan
156,id3355874,1,2016-02-04 11:24:26,2016-02-04 11:42:51,1,-73.984375,40.76968765258789,-73.95407104492188,40.764026641845696,N,1105,2016-02-04,2016-02-04,61,49,55.0,0.16,0.0,0,0.16,0.0,0.0,11,348,2.6285632572602613,POINT (-73.984375 40.76968765258789),POINT (-73.95407104492188 40.764026641845696),136,Upper West Side-Lincoln Square,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan
157,id1322536,1,2016-05-06 08:40:20,2016-05-06 08:48:41,1,-73.98445129394531,40.72496795654297,-73.99853515625,40.7340087890625,N,501,2016-05-06,2016-05-06,71,65,68.0,0.91,0.0,0,0.91,0.0,0.0,8,369,1.5553139615546787,POINT (-73.98445129394531 40.72496795654297),POINT (-73.99853515625 40.7340087890625),126,East Village,Manhattan,Greenwich Village,Manhattan
158,id3791668,2,2016-01-06 17:25:15,2016-01-06 17:27:49,5,-73.96267700195312,40.77566146850586,-73.95944213867188,40.780288696289055,N,154,2016-01-06,2016-01-06,83,66,74.5,0.00,0.0,0,0.0,0.0,0.0,17,307,0.58217439084951,POINT (-73.96267700195312 40.77566146850586),POINT (-73.95944213867188 40.780288696289055),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Carnegie Hill,Manhattan
159,id3443107,2,2016-02-12 15:26:58,2016-02-12 15:31:58,5,-73.96795654296875,40.768741607666016,-73.96295928955078,40.77825927734375,N,300,2016-02-12,2016-02-12,51,40,45.5,0,0,0,0.0,0.0,0.0,15,353,1.1389083805187112,POINT (-73.96795654296875 40.768741607666016),POINT (-73.96295928955078 40.77825927734375),140,Upper East Side-Carnegie Hill,Manhattan,Central Park,Manhattan
160,id1382741,1,2016-05-11 20:29:36,2016-05-11 20:35:21,1,-74.00884246826173,40.713661193847656,-74.00042724609375,40.72361755371094,N,345,2016-05-11,2016-05-11,62,44,53.0,0,0,0,0.0,0.0,0.0,20,347,1.3147785570378285,POINT (-74.00884246826173 40.713661193847656),POINT (-74.00042724609375 40.72361755371094),119,Tribeca-Civic Center,Manhattan,SoHo-Little Italy-Hudson Square,Manhattan
161,id0531053,1,2016-02-02 09:32:44,2016-02-02 09:48:24,1,-73.99136352539062,40.74993133544922,-73.97282409667967,40.75866317749024,N,940,2016-02-02,2016-02-02,50,38,44.0,0.00,0.0,T,0.0,0.0,0.05,9,300,1.8388447037872548,POINT (-73.99136352539062 40.74993133544922),POINT (-73.97282409667967 40.75866317749024),129,Midtown South-Flatiron-Union Square,Manhattan,East Midtown-Turtle Bay,Manhattan
162,id1971518,1,2016-03-12 13:04:28,2016-03-12 13:14:33,1,-73.98897552490233,40.75920486450195,-73.97399139404298,40.760589599609375,N,605,2016-03-12,2016-03-12,47,41,44.0,T,0,0,0.05,0.0,0.0,13,368,1.2713943203320839,POINT (-73.98897552490233 40.75920486450195),POINT (-73.97399139404298 40.760589599609375),128,Hell's Kitchen,Manhattan,Midtown-Times Square,Manhattan
163,id3911487,1,2016-03-03 17:56:45,2016-03-03 18:05:28,1,-73.96211242675781,40.776100158691406,-73.96852111816406,40.764408111572266,N,523,2016-03-03,2016-03-03,36,26,31.0,0.00,0.0,0,0.0,0.0,0.0,17,375,1.4076620387540428,POINT (-73.96211242675781 40.776100158691406),POINT (-73.96852111816406 40.764408111572266),140,Upper East Side-Carnegie Hill,Manhattan,Upper East Side-Carnegie Hill,Manhattan
164,id0002063,2,2016-04-02 20:48:33,2016-04-02 20:56:49,1,-73.9947738647461,40.75497055053711,-73.99646759033203,40.74527740478516,N,496,2016-04-02,2016-04-02,59,44,51.5,T,0.0,0,0.05,0.0,0.0,20,373,1.087230720714508,POINT (-73.9947738647461 40.75497055053711),POINT (-73.99646759033203 40.74527740478516),127,Chelsea-Hudson Yards,Manhattan,Chelsea-Hudson Yards,Manhattan
165,id0920470,2,2016-04-12 14:41:00,2016-04-12 14:46:10,1,-73.96897888183594,40.757850646972656,-73.97348022460938,40.762500762939446,N,310,2016-04-12,2016-04-12,47,39,43.0,0,0,0,0.0,0.0,0.0,14,332,0.6411670166985276,POINT (-73.96897888183594 40.757850646972656),POINT (-73.97348022460938 40.762500762939446),134,East Midtown-Turtle Bay,Manhattan,Midtown-Times Square,Manhattan
166,id1527676,1,2016-03-07 19:38:25,2016-03-07 19:54:35,2,-73.98612976074217,40.759719848632805,-74.00148773193358,40.73606491088867,N,970,2016-03-07,2016-03-07,78,64,71.0,0,0,0,0.0,0.0,0.0,19,308,2.9312678284567117,POINT (-73.98612976074217 40.759719848632805),POINT (-74.00148773193358 40.73606491088867),130,Midtown-Times Square,Manhattan,West Village,Manhattan
167,id1146853,2,2016-03-05 02:59:30,2016-03-05 03:20:50,4,-74.00539398193358,40.74081039428711,-73.95063018798828,40.82103729248047,N,1280,2016-03-05,2016-03-05,56,51,53.5,0.61,0.0,0,0.61,0.0,0.0,2,391,10.042038014728368,POINT (-74.00539398193358 40.74081039428711),POINT (-73.95063018798828 40.82103729248047),123,West Village,Manhattan,Manhattanville-West Harlem,Manhattan
168,id1891863,1,2016-04-11 14:42:15,2016-04-11 15:17:52,1,-73.99237060546875,40.73751449584961,-73.87084197998048,40.77407836914063,N,2137,2016-04-11,2016-04-11,61,47,54.0,0,0,0,0.0,0.0,0.0,14,316,11.014223209306818,POINT (-73.99237060546875 40.73751449584961),POINT (-73.87084197998048 40.77407836914063),129,Midtown South-Flatiron-Union Square,Manhattan,LaGuardia Airport,Queens
169,id0238963,2,2016-01-11 12:42:36,2016-01-11 13:09:38,1,-73.98001861572266,40.78601837158203,-73.97633361816406,40.75906753540039,N,1622,2016-01-11,2016-01-11,58,40,49.0,0,0,0,0.0,0.0,0.0,12,287,3.012819215830468,POINT (-73.98001861572266 40.78601837158203),POINT (-73.97633361816406 40.75906753540039),137,Upper West Side (Central),Manhattan,Midtown-Times Square,Manhattan
170,id0865346,1,2016-04-03 15:10:27,2016-04-03 15:44:53,1,-73.98719024658203,40.7507438659668,-73.80545806884764,40.682220458984375,N,2066,2016-04-03,2016-04-03,39,30,34.5,0.11,0.4,T,0.11,0.4,0.05,15,316,17.106920086218498,POINT (-73.98719024658203 40.7507438659668),POINT (-73.80545806884764 40.682220458984375),130,Midtown-Times Square,Manhattan,Baisley Park,Queens
171,id0674512,1,2016-04-11 21:58:24,2016-04-11 22:16:33,1,-73.96540832519531,40.79537963867188,-74.0125732421875,40.70155334472656,N,1089,2016-04-11,2016-04-11,61,47,54.0,0,0,0,0.0,0.0,0.0,21,316,11.163936997626351,POINT (-73.96540832519531 40.79537963867188),POINT (-74.0125732421875 40.70155334472656),138,Upper West Side-Manhattan Valley,Manhattan,Financial District-Battery Park City,Manhattan
172,id2166004,2,2016-01-08 22:03:18,2016-01-08 22:16:33,3,-74.00971221923827,40.72039031982422,-73.98493194580078,40.69197845458984,N,795,2016-01-08,2016-01-08,80,69,74.5,T,0,0,0.05,0.0,0.0,22,370,3.787344714603243,POINT (-74.00971221923827 40.72039031982422),POINT (-73.98493194580078 40.69197845458984),119,Tribeca-Civic Center,Manhattan,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn
173,id3714906,1,2016-03-01 08:33:57,2016-03-01 08:40:44,1,-73.98949432373048,40.75367736816406,-73.98833465576173,40.74594879150391,N,407,2016-03-01,2016-03-01,45,35,40.0,0.00,0.0,0,0.0,0.0,0.0,8,316,0.8649128929380042,POINT (-73.98949432373048 40.75367736816406),POINT (-73.98833465576173 40.74594879150391),130,Midtown-Times Square,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
174,id1002278,1,2016-04-10 01:17:32,2016-04-10 01:35:11,1,-73.94403839111328,40.71157836914063,-73.83838653564453,40.703369140625,N,1059,2016-04-10,2016-04-10,69,60,64.5,0,0,0,0.0,0.0,0.0,1,340,8.952185035013171,POINT (-73.94403839111328 40.71157836914063),POINT (-73.83838653564453 40.703369140625),3,East Williamsburg,Brooklyn,Richmond Hill,Queens
175,id2248491,2,2016-04-10 14:43:06,2016-04-10 14:49:16,5,-73.99051666259764,40.7305793762207,-74.00173950195312,40.735210418701165,N,370,2016-04-10,2016-04-10,69,60,64.5,0,0,0,0.0,0.0,0.0,14,340,1.076745078738618,POINT (-73.99051666259764 40.7305793762207),POINT (-74.00173950195312 40.735210418701165),122,Greenwich Village,Manhattan,West Village,Manhattan
176,id0872691,1,2016-04-01 17:08:28,2016-04-01 17:17:26,1,-73.98797607421875,40.7615966796875,-73.97373962402342,40.77963638305664,N,538,2016-04-01,2016-04-01,36,14,25.0,0.00,0.0,0,0.0,0.0,0.0,17,348,2.3368818700908793,POINT (-73.98797607421875 40.7615966796875),POINT (-73.97373962402342 40.77963638305664),128,Hell's Kitchen,Manhattan,Upper West Side (Central),Manhattan
177,id2111520,2,2016-02-03 20:15:47,2016-02-03 20:21:21,2,-73.98873138427734,40.74884033203125,-73.98296356201173,40.760120391845696,N,334,2016-02-03,2016-02-03,55,29,42.0,0.14,0.0,0,0.14,0.0,0.0,20,335,1.3450896343925298,POINT (-73.98873138427734 40.74884033203125),POINT (-73.98296356201173 40.760120391845696),129,Midtown South-Flatiron-Union Square,Manhattan,Midtown-Times Square,Manhattan
178,id3381901,1,2016-04-04 14:33:12,2016-04-04 15:06:58,1,-74.00629425048828,40.74990463256836,-73.96700286865233,40.76101303100586,N,2026,2016-04-04,2016-04-04,45,29,37.0,0.47,T,0,0.47,0.05,0.0,14,336,3.532521915279992,POINT (-74.00629425048828 40.74990463256836),POINT (-73.96700286865233 40.76101303100586),127,Chelsea-Hudson Yards,Manhattan,East Midtown-Turtle Bay,Manhattan
179,id0214120,2,2016-05-11 13:03:29,2016-05-11 13:14:24,1,-73.97611236572266,40.77614974975586,-73.97931671142578,40.76533889770508,N,655,2016-05-11,2016-05-11,62,44,53.0,0,0,0,0.0,0.0,0.0,13,347,1.2320257465356879,POINT (-73.97611236572266 40.77614974975586),POINT (-73.97931671142578 40.76533889770508),136,Upper West Side-Lincoln Square,Manhattan,Midtown-Times Square,Manhattan
180,id2194188,2,2016-06-10 22:16:14,2016-06-10 22:26:26,1,-73.98612213134764,40.726428985595696,-73.99942016601561,40.72024917602539,N,612,2016-06-10,2016-06-10,73,55,64.0,0,0,0,0.0,0.0,0.0,22,337,1.3145452078725497,POINT (-73.98612213134764 40.726428985595696),POINT (-73.99942016601561 40.72024917602539),126,East Village,Manhattan,SoHo-Little Italy-Hudson Square,Manhattan
181,id2042535,1,2016-02-12 12:36:38,2016-02-12 12:47:07,1,-73.9789810180664,40.75651931762695,-73.9921646118164,40.74920272827149,Y,629,2016-02-12,2016-02-12,51,40,45.5,0,0,0,0.0,0.0,0.0,12,353,1.3766301668292298,POINT (-73.9789810180664 40.75651931762695),POINT (-73.9921646118164 40.74920272827149),130,Midtown-Times Square,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
182,id1287069,1,2016-01-12 14:32:54,2016-01-12 14:52:01,2,-73.98944854736328,40.74169921875,-73.98248291015625,40.76763153076172,N,1147,2016-01-12,2016-01-12,54,42,48.0,0.07,0,0,0.07,0.0,0.0,14,330,2.942627907642836,POINT (-73.98944854736328 40.74169921875),POINT (-73.98248291015625 40.76763153076172),129,Midtown South-Flatiron-Union Square,Manhattan,Upper West Side-Lincoln Square,Manhattan
183,id2654799,2,2016-05-06 04:23:10,2016-05-06 04:33:30,2,-74.00390625,40.7419319152832,-73.99950408935547,40.761333465576165,N,620,2016-05-06,2016-05-06,71,65,68.0,0.91,0.0,0,0.91,0.0,0.0,4,369,2.1889910108267734,POINT (-74.00390625 40.7419319152832),POINT (-73.99950408935547 40.761333465576165),127,Chelsea-Hudson Yards,Manhattan,Hell's Kitchen,Manhattan
184,id1504893,1,2016-01-11 19:16:41,2016-01-11 19:30:04,1,-73.97727966308595,40.75818634033203,-73.9583511352539,40.78150177001953,N,803,2016-01-11,2016-01-11,58,40,49.0,0,0,0,0.0,0.0,0.0,19,287,3.0433918475232424,POINT (-73.97727966308595 40.75818634033203),POINT (-73.9583511352539 40.78150177001953),130,Midtown-Times Square,Manhattan,Upper East Side-Carnegie Hill,Manhattan
185,id3953004,2,2016-06-03 20:36:14,2016-06-03 20:42:55,5,-73.98439788818358,40.72854995727539,-73.97219085693358,40.7475700378418,N,401,2016-06-03,2016-06-03,44,32,38.0,0.00,0.0,0,0.0,0.0,0.0,20,359,2.35174677443691,POINT (-73.98439788818358 40.72854995727539),POINT (-73.97219085693358 40.7475700378418),126,East Village,Manhattan,Murray Hill-Kips Bay,Manhattan
186,id3539226,2,2016-05-05 02:49:46,2016-05-05 02:50:53,1,-74.00700378417967,40.739871978759766,-74.00589752197266,40.74017333984375,N,67,2016-05-05,2016-05-05,57,46,51.5,0.00,0.0,0,0.0,0.0,0.0,2,350,0.09904360448862834,POINT (-74.00700378417967 40.739871978759766),POINT (-74.00589752197266 40.74017333984375),123,West Village,Manhattan,West Village,Manhattan
187,id1385785,1,2016-04-01 23:31:26,2016-04-01 23:50:59,1,-73.9766845703125,40.78823852539063,-73.96554565429686,40.755252838134766,N,1173,2016-04-01,2016-04-01,36,14,25.0,0.00,0.0,0,0.0,0.0,0.0,23,348,3.785883479838742,POINT (-73.9766845703125 40.78823852539063),POINT (-73.96554565429686 40.755252838134766),137,Upper West Side (Central),Manhattan,East Midtown-Turtle Bay,Manhattan
188,id1647538,1,2016-04-08 19:54:06,2016-04-08 20:05:41,1,-73.98094177246092,40.75783157348633,-73.99105072021484,40.7604866027832,N,695,2016-04-08,2016-04-08,81,67,74.0,0,0,0,0.0,0.0,0.0,19,387,0.9011648669973127,POINT (-73.98094177246092 40.75783157348633),POINT (-73.99105072021484 40.7604866027832),130,Midtown-Times Square,Manhattan,Hell's Kitchen,Manhattan
189,id0763508,1,2016-06-10 18:53:47,2016-06-10 19:02:00,1,-74.007568359375,40.732715606689446,-74.00250244140625,40.724803924560554,N,493,2016-06-10,2016-06-10,73,55,64.0,0,0,0,0.0,0.0,0.0,18,337,0.9778362008823721,POINT (-74.007568359375 40.732715606689446),POINT (-74.00250244140625 40.724803924560554),123,West Village,Manhattan,SoHo-Little Italy-Hudson Square,Manhattan
190,id1638050,1,2016-04-11 23:27:02,2016-04-11 23:38:11,1,-74.00940704345702,40.70612335205078,-73.97463226318358,40.75115966796875,N,669,2016-04-11,2016-04-11,61,47,54.0,0,0,0,0.0,0.0,0.0,23,316,5.80212739661808,POINT (-74.00940704345702 40.70612335205078),POINT (-73.97463226318358 40.75115966796875),118,Financial District-Battery Park City,Manhattan,East Midtown-Turtle Bay,Manhattan
191,id2975591,1,2016-01-06 12:26:54,2016-01-06 12:39:42,1,-73.99375915527344,40.73271942138672,-73.99127960205078,40.74226379394531,N,768,2016-01-06,2016-01-06,83,66,74.5,0.00,0.0,0,0.0,0.0,0.0,12,307,1.0816520241245446,POINT (-73.99375915527344 40.73271942138672),POINT (-73.99127960205078 40.74226379394531),122,Greenwich Village,Manhattan,Midtown South-Flatiron-Union Square,Manhattan
